City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Joetsu,JP,37.1483,138.2364,68.41,76,41,4.68,scattered clouds
349,Ballina,AU,-28.8667,153.5667,63.95,96,40,4.61,scattered clouds
350,Savannah Bight,HN,16.45,-85.85,89.65,75,55,17.05,broken clouds
351,Sukhumi,GE,43.0033,41.0153,67.87,65,100,6.06,overcast clouds
352,Matamoros,MX,25.5333,-103.25,93.31,20,40,5.75,scattered clouds
353,Umm Kaddadah,SD,13.6017,26.6876,88.66,38,92,8.88,overcast clouds
354,Paducah,US,37.0834,-88.6001,79.61,79,40,11.5,scattered clouds
355,Uvaly,CZ,50.0739,14.7308,53.17,82,90,3.44,overcast clouds
356,Yanam,IN,16.7333,82.2167,77.0,92,100,3.33,heavy intensity rain
357,Deputatskiy,RU,69.3,139.9,18.03,94,98,6.02,overcast clouds
358,Itape,PY,-25.85,-56.6167,87.53,36,93,5.59,overcast clouds
359,Ula,IN,22.7225,88.5556,82.38,89,90,0.0,thunderstorm with rain
360,Ladovskaya Balka,RU,45.6297,41.4023,62.85,83,100,6.33,moderate rain
361,Adrar,MR,20.5022,-10.0711,92.86,23,3,19.33,clear sky
362,Oistins,BB,13.0667,-59.5333,86.09,62,20,9.22,few clouds
363,Bekovo,RU,52.4663,43.712,47.53,60,100,15.21,light rain
364,Iwanai,JP,42.9744,140.5089,61.68,71,62,2.66,broken clouds
365,Bom Jesus,BR,-9.0744,-44.3586,84.88,24,72,2.98,broken clouds
366,Lata,PT,40.1629,-8.3327,63.07,96,5,2.04,clear sky
367,Thayetmyo,MM,19.3167,95.1833,74.82,97,100,1.52,overcast clouds
368,Hella,NO,67.2,14.4333,49.87,69,0,14.97,clear sky
369,Mount Gambier,AU,-37.8333,140.7667,44.51,87,75,23.02,light intensity shower rain
370,Kumbo,CM,6.2,10.6667,59.11,91,31,2.64,scattered clouds
371,Te Anau,NZ,-45.4167,167.7167,43.41,95,74,7.47,broken clouds
372,Bensonville,LR,6.4461,-10.6125,74.59,93,100,3.36,light rain
373,Lidzbark Warminski,PL,54.1259,20.5795,46.15,72,100,9.42,overcast clouds
374,Tocopilla,CL,-22.092,-70.1979,63.54,71,79,11.45,broken clouds
375,Neiafu,TO,-18.65,-173.9833,79.48,78,75,5.75,light rain
376,Holsted,DK,55.5109,8.9187,54.21,59,98,6.06,overcast clouds
377,Whitianga,NZ,-36.8333,175.7,57.02,64,54,10.38,broken clouds
378,Port Hedland,AU,-20.3167,118.5667,64.45,42,5,8.05,clear sky
379,Fairbanks,US,64.8378,-147.7164,46.31,69,75,5.75,broken clouds
380,Eureka,US,40.8021,-124.1637,72.68,74,56,9.42,broken clouds
381,Oliveira Do Hospital,PT,40.3618,-7.8601,59.25,80,10,0.65,clear sky
382,Phuket,TH,8.0,98.25,77.22,88,40,1.14,scattered clouds
383,Someshwar,IN,13.5,75.0667,76.37,97,88,1.95,overcast clouds
384,Wajid,SO,3.8093,43.2471,74.64,73,37,21.27,scattered clouds
385,Kyabe,TD,9.4515,18.9449,73.47,92,100,2.57,light rain
386,Rodas,CU,22.3408,-80.5572,89.8,54,91,9.75,overcast clouds
387,Olafsvik,IS,64.8945,-23.7142,48.4,88,100,19.39,light rain
388,Kavaratti,IN,10.5669,72.642,81.45,80,100,12.1,overcast clouds
389,Byron Bay,AU,-28.65,153.6167,72.05,73,4,11.14,clear sky
390,Bandarbeyla,SO,9.4942,50.8122,79.29,75,85,21.52,overcast clouds
391,Ferzikovo,RU,54.5191,36.7567,44.24,95,100,18.32,light rain
392,Norman Wells,CA,65.282,-126.8329,50.04,71,75,6.91,broken clouds
393,Freeport,US,40.6576,-73.5832,78.26,49,1,1.99,clear sky
394,Husavik,IS,66.0449,-17.3389,48.11,87,99,4.92,overcast clouds
395,Hoghilag,RO,46.2333,24.6167,54.97,85,36,2.17,scattered clouds
396,Seoul,KR,37.5683,126.9778,69.24,75,0,10.36,clear sky
397,Senneterre,CA,48.3835,-77.2328,68.22,54,5,6.29,clear sky
398,Khandyga,RU,62.6667,135.6,33.26,99,100,5.17,snow
399,Trinidad,BO,-14.8333,-64.9,89.58,58,75,3.44,smoke
400,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,87,10,10.11,clear sky
401,Asfi,MA,32.2994,-9.2372,69.31,81,46,11.95,scattered clouds
402,Kaoma,ZM,-14.7833,24.8,73.6,29,2,11.27,clear sky
403,Korla,CN,41.7597,86.1469,72.5,23,0,3.49,clear sky
404,Pangody,RU,65.85,74.4859,36.7,96,100,15.86,overcast clouds
405,Coos Bay,US,43.3665,-124.2179,70.32,71,1,11.5,clear sky
406,Micheweni,TZ,-4.9667,39.8333,75.94,83,1,13.76,clear sky
407,Litovko,RU,49.2361,135.1742,46.65,67,0,8.41,clear sky
408,Mayo,US,38.8876,-76.5119,82.11,55,1,8.01,clear sky
409,Xining,CN,36.6167,101.7667,44.31,74,4,2.68,clear sky
410,Boke,GN,10.9409,-14.2967,75.7,95,99,1.99,overcast clouds
411,Roma,US,43.2128,-75.4557,71.74,55,20,5.75,few clouds
412,Krasnogorsk,RU,55.8225,37.3181,41.34,87,75,20.13,light intensity shower rain
413,Northam,GB,51.0333,-4.2167,59.67,82,2,7.27,clear sky
414,Shaowu,CN,27.3409,117.4831,74.95,91,9,2.08,clear sky
415,Vilyuysk,RU,63.7553,121.6247,24.42,97,10,4.76,clear sky
416,Alofi,NU,-19.0595,-169.9187,75.09,94,0,13.8,light rain
417,Morgan City,US,29.6994,-91.2068,87.8,70,1,8.05,clear sky
418,Luau,AO,-10.7073,22.2247,72.23,60,65,5.44,broken clouds
419,Kenai,US,60.5544,-151.2583,56.03,57,1,9.22,clear sky
420,Poladpur,IN,17.9802,73.466,73.98,97,93,1.05,overcast clouds
421,Lufilufi,WS,-13.8745,-171.5986,85.78,68,12,6.89,few clouds
422,Carutapera,BR,-1.195,-46.02,78.93,79,81,8.34,broken clouds
423,San Jose,US,37.3394,-121.895,82.27,45,75,8.01,broken clouds
424,Altay,CN,47.8667,88.1167,61.14,47,86,2.13,overcast clouds
425,Ulladulla,AU,-35.35,150.4667,66.87,46,0,9.01,clear sky
426,Visnes,NO,59.3556,5.2242,56.57,62,0,14.97,clear sky
427,Kieta,PG,-6.2167,155.6333,81.52,80,95,4.43,light rain
428,Chekhov,RU,55.1431,37.4711,41.23,95,100,16.87,moderate rain
429,Angoram,PG,-4.0625,144.0661,75.15,96,99,2.62,overcast clouds
430,Sovetskiy,RU,61.3614,63.5842,35.46,97,100,11.7,overcast clouds
431,Yingcheng,CN,30.95,113.55,66.25,95,100,4.32,light rain
432,Vanimo,PG,-2.6741,141.3028,78.87,81,100,3.18,moderate rain
433,Teknaf,BD,20.8624,92.3058,76.96,93,100,5.14,overcast clouds
434,Dubbo,AU,-32.25,148.6167,46.53,81,0,4.61,clear sky
435,Zaragoza,ES,41.6561,-0.8773,64.85,61,0,5.99,clear sky
436,Kemin,KG,42.7846,75.6892,54.54,39,1,2.77,clear sky
437,Mackenzie,CA,55.2999,-123.1698,50.22,81,90,8.05,overcast clouds
438,Lokosovo,RU,61.1333,74.8167,34.92,97,100,4.79,light rain
439,Baiao,BR,-2.7906,-49.6717,80.08,71,92,4.05,overcast clouds
440,Karratha,AU,-20.7377,116.8463,74.19,31,1,10.51,clear sky
441,Parabel,RU,58.6978,81.4825,35.11,97,99,7.4,overcast clouds
442,Santander Jimenez,MX,24.2167,-98.4667,94.59,38,0,8.37,clear sky
443,Albanel,CA,48.8832,-72.4487,62.08,55,52,4.61,broken clouds
444,Esperantina,BR,-3.9017,-42.2336,85.01,51,78,10.36,broken clouds
445,Inhambane,MZ,-23.865,35.3833,66.34,68,0,10.31,clear sky
446,Konevo,RU,62.1215,39.3192,37.6,86,89,5.44,overcast clouds
447,Sauce,UY,-34.6469,-56.0628,66.13,87,100,9.15,moderate rain
448,Saint-Augustin,CA,51.226,-58.6502,53.82,44,6,12.3,clear sky
449,Petrovskoye,RU,57.0104,39.2693,40.75,66,100,14.0,overcast clouds
450,Samarai,PG,-10.6167,150.6667,78.71,88,100,15.01,light rain
451,Sao Felix Do Xingu,BR,-6.6447,-51.995,83.46,42,53,2.1,broken clouds
452,Albury,AU,-36.0833,146.9167,54.01,82,90,9.22,light rain
453,Sokoto,NG,13.0609,5.239,77.11,71,62,3.98,light rain
454,Teya,RU,60.3778,92.6267,39.29,96,75,4.61,broken clouds
455,Alghero,IT,40.5589,8.3181,69.89,68,0,5.75,clear sky
456,Bayeux,BR,-7.125,-34.9322,77.63,78,20,10.36,few clouds
457,Tongliao,CN,43.6125,122.2653,53.42,82,100,10.33,moderate rain
458,Chocen,CZ,50.0016,16.223,51.12,85,18,2.57,few clouds
459,Xai-Xai,MZ,-25.0519,33.6442,63.01,66,0,12.86,clear sky
460,Asyut,EG,27.181,31.1837,84.38,27,2,4.88,clear sky
461,Pangnirtung,CA,66.1451,-65.7125,33.19,76,95,11.16,overcast clouds
462,Kutum,SD,14.2,24.6667,79.59,37,42,7.36,scattered clouds
463,Sungairaya,ID,0.7,108.9,77.5,86,96,7.92,overcast clouds
464,Luang Prabang,LA,19.8856,102.1347,71.26,100,99,1.03,overcast clouds
465,Tchaourou,BJ,8.8865,2.5975,73.18,93,58,4.12,broken clouds
466,Vestmanna,FO,62.1564,-7.1664,49.12,100,75,9.22,mist
467,Moose Factory,CA,51.2585,-80.6094,73.4,40,75,14.97,broken clouds
468,Zonguldak,TR,41.25,31.8333,58.17,86,7,4.85,clear sky
469,Carballo,ES,43.213,-8.691,61.9,91,63,4.27,broken clouds
470,Naron,ES,43.5167,-8.1528,63.03,83,80,6.49,broken clouds
471,North Bend,US,43.4065,-124.2243,70.25,71,1,11.5,clear sky
472,Minsk,BY,53.9,27.5667,44.35,96,100,13.38,overcast clouds
473,Mayya,RU,61.7333,130.2811,34.92,87,94,8.43,overcast clouds
474,Dubti,ET,11.7361,41.0853,88.75,41,21,11.79,few clouds
475,Izhma,RU,65.0083,53.9113,37.15,72,67,9.1,broken clouds
476,Srandakan,ID,-7.9386,110.2506,74.82,89,70,7.18,broken clouds
477,Beloha,MG,-25.1667,45.05,59.85,69,2,8.75,clear sky
478,Nago,JP,26.5881,127.9761,77.85,68,54,1.48,broken clouds
479,Morehead,US,37.2711,-87.1764,74.98,90,90,5.75,overcast clouds
480,Caravelas,BR,-17.7125,-39.2481,72.48,79,26,6.93,scattered clouds
481,Havelock,US,34.8791,-76.9013,84.43,70,34,1.01,scattered clouds
482,Frontignan,FR,43.4485,3.754,66.34,68,13,14.29,few clouds
483,Wasilla,US,61.5814,-149.4394,57.94,51,1,0.0,clear sky
484,Olga,RU,43.7444,135.2892,54.88,76,40,3.6,scattered clouds
485,Valparaiso,CL,-33.0393,-71.6273,62.24,61,40,11.5,scattered clouds
486,Half Moon Bay,US,37.4636,-122.4286,80.89,66,20,1.01,few clouds
487,Lazaro Cardenas,MX,17.9583,-102.2,85.66,69,83,6.69,broken clouds
488,Dolores,AR,-36.3132,-57.6792,57.9,93,100,9.66,overcast clouds
489,Artesia,US,33.8658,-118.0831,93.72,61,1,5.01,clear sky
490,Nicoya,CR,10.1483,-85.452,89.15,80,63,3.58,broken clouds
491,Aykhal,RU,66.0,111.5,27.91,85,94,5.77,overcast clouds
492,Marawi,PH,7.9986,124.2928,65.64,96,100,1.36,overcast clouds
493,Moyamba,SL,8.1667,-12.4333,73.8,97,96,2.04,overcast clouds
494,Garissa,KE,-0.4536,39.6401,74.35,73,0,18.41,clear sky
495,Praia,CV,14.9215,-23.5087,79.34,94,20,11.5,few clouds
496,Bhadra,IN,29.1167,75.1667,83.44,70,10,8.86,clear sky
497,Nanortalik,GL,60.1432,-45.2371,37.76,87,51,9.62,broken clouds
498,Lodja,CD,-3.4833,23.4333,69.67,91,98,0.11,overcast clouds
499,Angoche,MZ,-16.2325,39.9086,70.88,60,43,9.6,scattered clouds
500,Portland,US,45.5234,-122.6762,67.73,82,75,1.01,broken clouds
501,Muros,ES,42.7762,-9.0603,64.24,88,52,10.85,broken clouds
502,Barahona,DO,18.2085,-71.1008,87.62,62,40,11.5,scattered clouds
503,Tomatlan,MX,19.9333,-105.25,78.98,91,100,5.41,overcast clouds
504,Bathsheba,BB,13.2167,-59.5167,86.61,62,20,9.22,few clouds
505,Chegdomyn,RU,51.1167,133.0167,38.95,83,0,2.75,clear sky
506,Severnyy,RU,50.677,36.5532,51.84,100,90,2.24,fog
507,Novobiryusinskiy,RU,56.9578,97.7076,51.28,95,100,3.22,light rain
508,Victor Harbor,AU,-35.5667,138.6167,53.8,66,67,18.75,broken clouds
509,Grand Baie,MU,-20.0182,57.5802,70.27,67,94,3.0,overcast clouds
510,Markova,UA,48.6758,24.4138,47.46,83,100,8.3,overcast clouds
511,Sola,VU,-13.8833,167.55,81.27,78,90,8.05,overcast clouds
512,Tokat,TR,40.4167,36.5833,52.47,74,12,2.26,few clouds
513,Dudinka,RU,69.4058,86.1778,29.23,87,100,19.77,overcast clouds
514,Torquay,GB,50.4638,-3.5143,55.85,88,36,1.01,scattered clouds
515,Nhulunbuy,AU,-12.2333,136.7667,77.61,73,75,6.91,broken clouds
516,Naukot,PK,24.8587,69.4024,84.2,73,59,16.93,very heavy rain
517,Bosansko Grahovo,BA,44.1794,16.3639,57.4,91,75,3.38,broken clouds
518,Salalah,OM,17.0151,54.0924,79.54,82,57,3.4,broken clouds
519,Mitzic,GA,0.7821,11.549,69.57,97,100,0.96,light rain
520,Petrovsk-Zabaykalskiy,RU,51.273,108.843,47.08,95,52,2.59,broken clouds
521,Miri,MY,4.4148,114.0089,78.94,94,40,4.61,heavy intensity rain
522,Namatanai,PG,-3.6667,152.4333,81.68,72,71,3.36,broken clouds
523,Vila,PT,42.0304,-8.1588,53.33,82,46,4.79,scattered clouds
524,Zavyalovo,RU,54.5053,82.4484,42.62,78,100,10.6,overcast clouds
525,Balaipungut,ID,1.05,101.2833,72.68,97,100,3.18,light rain
526,Doha,QA,25.2867,51.5333,89.58,72,0,3.44,clear sky
527,Nicolas Bravo,MX,18.45,-88.9167,87.24,61,88,5.68,overcast clouds
528,Morada Nova,BR,-5.1067,-38.3725,79.93,63,89,11.54,overcast clouds
529,Sarospatak,HU,48.3167,21.5833,51.51,83,71,4.61,broken clouds
530,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,89.78,15,9,4.63,clear sky
531,Wuda,CN,39.4994,106.7117,60.51,62,22,2.84,few clouds
532,Koslan,RU,63.4564,48.8989,37.76,69,100,6.76,overcast clouds
533,Sur,OM,22.5667,59.5289,81.9,75,73,13.09,broken clouds
534,Latung,PH,5.5,120.8833,83.01,73,97,4.9,light rain
535,Staryy Nadym,RU,65.6118,72.6842,35.92,97,100,17.18,light rain
536,Bahia Blanca,AR,-38.7196,-62.2724,55.38,98,100,8.57,moderate rain
537,Walvis Bay,NA,-22.9575,14.5053,56.08,76,4,3.44,clear sky
538,Gorgan,IR,36.8387,54.4348,67.96,88,0,0.0,clear sky
539,Belmonte,BR,-15.8631,-38.8828,77.5,78,33,7.78,scattered clouds
540,Najran,SA,17.4924,44.1277,83.05,17,4,3.58,clear sky
541,Imphal,IN,24.8167,93.95,68.41,97,79,2.28,broken clouds
542,San Vicente,AR,-26.6167,-54.1333,77.54,54,100,2.37,overcast clouds
543,Riyadh,SA,24.6877,46.7219,84.34,21,0,5.68,clear sky
544,Narok,KE,-1.0783,35.8601,60.91,62,78,4.38,broken clouds
545,Kerewan,GM,13.4898,-16.0888,75.31,88,94,5.79,overcast clouds
546,Tombouctou,ML,20.0,-3.0,93.16,13,6,2.82,clear sky
547,Berdigestyakh,RU,62.0989,126.6992,29.86,87,43,8.59,scattered clouds
548,Ginir,ET,7.1333,40.7,62.69,74,71,4.59,light rain
549,Conakry,GN,9.538,-13.6773,80.26,80,100,6.93,overcast clouds
550,Nova Olimpia,BR,-14.7972,-57.2881,91.45,14,3,4.29,clear sky
551,Avera,US,33.194,-82.5271,84.88,61,100,9.66,overcast clouds
552,Shieli,KZ,44.1667,66.75,55.04,24,0,15.12,clear sky
553,Fairmont,US,39.4851,-80.1426,85.37,58,22,5.7,few clouds
554,Solano,US,38.2333,-121.9511,85.1,34,1,12.66,clear sky
555,Saquena,PE,-4.6667,-73.5167,87.12,54,80,2.28,broken clouds
556,Kasempa,ZM,-13.4584,25.8338,71.31,33,6,7.34,clear sky
557,Makakilo City,US,21.3469,-158.0858,82.72,65,90,8.05,overcast clouds
558,Camopi,GF,3.1655,-52.3158,80.89,68,98,4.61,overcast clouds
559,Sao Desiderio,BR,-12.3633,-44.9733,82.15,17,4,4.94,clear sky
560,Yaring,TH,6.8662,101.3689,77.22,87,100,8.55,overcast clouds
561,Pisco,PE,-13.7,-76.2167,66.25,68,0,18.41,clear sky
562,Birmitrapur,IN,22.4,84.7667,72.9,96,73,2.01,broken clouds
563,Boo,SE,59.3333,18.2833,50.77,67,90,5.75,overcast clouds
564,Hamilton,US,39.1834,-84.5333,86.59,54,1,1.99,clear sky
565,Cervo,ES,43.6702,-7.4101,58.96,76,79,7.34,broken clouds
566,Marsh Harbour,BS,26.5412,-77.0636,83.73,68,78,8.75,broken clouds
567,Fakel,RU,57.6325,53.0252,36.59,66,100,5.19,overcast clouds
568,Hami,CN,42.8,93.45,72.52,19,43,2.66,scattered clouds
569,Erlangen,DE,49.5897,11.0039,54.59,82,75,5.75,broken clouds
570,Lensk,RU,60.7253,114.9278,43.18,83,100,3.09,overcast clouds
571,Miraflores,MX,19.2167,-98.8083,66.85,75,88,4.79,overcast clouds
572,Rocha,UY,-34.4833,-54.3333,60.62,97,100,8.5,overcast clouds
573,Savannakhet,LA,16.566,104.751,74.07,90,89,4.43,overcast clouds
574,Salamiyah,SY,35.0113,37.0532,72.39,46,0,5.73,clear sky
575,Naze,JP,28.3667,129.4833,70.72,75,26,3.0,scattered clouds
576,Chipata,ZM,-13.6333,32.65,62.24,63,37,4.41,scattered clouds
577,Bosaso,SO,11.2842,49.1816,88.23,63,2,2.89,clear sky
578,Lasa,IT,46.6166,10.7002,53.02,99,100,5.39,overcast clouds
579,Tecoanapa,MX,16.5167,-98.75,84.94,67,64,6.64,broken clouds
580,Maningrida,AU,-12.0667,134.2667,69.66,82,100,9.13,overcast clouds
581,Kiunga,PG,-6.1219,141.2906,73.44,100,100,0.31,overcast clouds
582,Port Macquarie,AU,-31.4333,152.9167,49.96,44,0,3.85,clear sky
583,Pacific Grove,US,36.6177,-121.9166,83.57,68,1,5.01,clear sky
584,Alexandria,EG,31.2156,29.9553,80.56,78,0,5.75,clear sky
585,Baoqing,CN,46.3317,132.2111,44.13,84,83,4.05,broken clouds
586,Biloela,AU,-24.4167,150.5,66.65,65,0,3.24,clear sky
587,Shahapur,IN,19.45,73.3333,78.28,96,86,2.64,overcast clouds
588,Whitehorse,CA,60.7161,-135.0538,51.1,61,40,5.75,scattered clouds
589,Nuoro,IT,40.3211,9.3297,68.99,76,37,6.8,scattered clouds
590,Araouane,ML,18.9048,-3.5265,97.9,13,7,8.81,clear sky
591,Chalus,IR,36.655,51.4204,71.06,73,75,2.3,broken clouds
592,Nioro,GM,13.35,-15.75,78.8,87,100,4.21,overcast clouds
593,Takab,IR,36.4009,47.1133,57.81,23,0,2.35,clear sky
594,Bumba,CD,2.1833,22.4667,72.18,93,14,3.0,few clouds
595,Sorata,BO,-15.7667,-68.6333,49.87,78,40,8.28,scattered clouds
596,Karasjok,NO,69.4719,25.5112,39.31,89,100,9.86,overcast clouds
597,Sarangani,PH,5.4033,125.4636,77.77,84,100,15.82,overcast clouds
598,Tuatapere,NZ,-46.1333,167.6833,50.83,74,43,9.42,scattered clouds
599,Ishigaki,JP,24.3448,124.1572,80.73,89,20,2.3,few clouds
600,Popondetta,PG,-8.7537,148.2534,73.72,95,100,1.07,overcast clouds
601,Ahipara,NZ,-35.1667,173.1667,59.45,70,18,7.02,few clouds
602,Pineville,US,31.3224,-92.4343,84.18,91,20,8.05,mist
603,Codrington,AU,-38.2667,141.9667,47.17,81,46,21.94,scattered clouds
604,Viedma,AR,-40.8135,-62.9967,52.97,85,84,11.56,broken clouds
605,Port Lincoln,AU,-34.7333,135.8667,53.15,59,82,24.11,broken clouds
606,Hobyo,SO,5.3505,48.5268,76.96,84,97,25.59,overcast clouds
607,Cabedelo,BR,-6.9811,-34.8339,77.67,71,65,15.52,broken clouds
608,Sandnessjoen,NO,66.0217,12.6316,51.78,67,89,17.65,overcast clouds
609,Malibu,US,34.005,-118.8101,91.87,70,30,1.99,scattered clouds
610,Turukhansk,RU,65.8167,87.9833,38.26,90,98,2.42,overcast clouds
611,Junction City,US,39.0286,-96.8314,92.55,51,20,5.99,few clouds
612,Menomonie,US,44.8755,-91.9193,89.17,44,18,17.27,few clouds
613,Shu,KZ,43.5983,73.7614,57.34,37,37,9.28,scattered clouds
614,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,37,20,19.57,few clouds
615,Cacu,BR,-18.5567,-51.1308,87.37,18,72,3.51,broken clouds
616,Traralgon,AU,-38.1833,146.5333,52.18,72,74,8.01,broken clouds
617,Abaza,RU,52.655,90.0928,50.61,88,100,2.44,overcast clouds
618,Maltahohe,NA,-24.8333,16.9833,55.62,32,0,8.12,clear sky
619,Margate,GB,51.3813,1.3862,63.3,92,100,8.01,overcast clouds
620,Labuhan,ID,-6.8844,112.2051,76.66,78,33,8.88,scattered clouds
621,Imeni Zhelyabova,RU,58.9544,36.5956,37.42,82,99,10.67,overcast clouds
622,Kendari,ID,-3.945,122.4989,74.73,95,100,2.77,overcast clouds
623,Cap Malheureux,MU,-19.9842,57.6142,70.29,67,95,3.0,overcast clouds
624,Krasnoborsk,RU,61.5598,45.934,37.51,75,100,3.83,overcast clouds
625,Mago,RU,53.2514,140.1822,43.12,67,0,3.91,clear sky
626,Muroto,JP,33.2833,134.15,71.64,75,66,11.12,broken clouds
627,Ryotsu,JP,38.0833,138.4333,62.56,65,12,12.01,few clouds
628,Gweru,ZW,-19.45,29.8167,57.69,54,0,5.64,clear sky
629,Haysville,US,37.5645,-97.3523,92.79,41,1,5.01,clear sky
630,Soe,ID,-9.8607,124.284,64.31,87,68,5.61,broken clouds
631,Warrnambool,AU,-38.3833,142.4833,49.8,76,63,24.65,broken clouds
632,Agirish,RU,61.9247,63.0231,34.5,95,100,10.94,overcast clouds
633,Chapleau,CA,47.8405,-83.4034,73.49,40,1,11.5,clear sky
634,Alice,US,27.7523,-98.0697,98.17,38,20,6.91,few clouds
635,Sheridan,US,44.8333,-106.9173,64.58,77,90,1.99,light rain
636,Brownsville,US,25.9018,-97.4975,95.11,58,1,7.0,clear sky
637,Ulaanbaatar,MN,47.9077,106.8832,50.13,87,75,0.0,broken clouds
638,Katangli,RU,51.7102,143.2326,46.99,67,88,11.43,overcast clouds
639,Iisalmi,FI,63.5592,27.1907,44.62,76,100,3.53,overcast clouds
640,Culiacan,MX,24.7994,-107.3897,91.63,71,28,9.17,scattered clouds
641,Brewster,US,41.3973,-73.6171,74.43,69,9,5.35,clear sky
642,Simplicio Mendes,BR,-7.8539,-41.9103,84.16,26,66,6.15,broken clouds
643,Thinadhoo,MV,0.5333,72.9333,82.4,76,80,6.8,broken clouds
644,Muyezerskiy,RU,63.9333,31.65,37.33,84,85,4.88,overcast clouds
645,Baykit,RU,61.67,96.37,44.62,98,100,2.13,light rain
646,Dukat,RU,62.55,155.55,37.87,97,100,3.53,light rain
647,Chimbote,PE,-9.0853,-78.5783,63.37,75,37,11.7,scattered clouds
648,Santa Rita,BR,-7.1139,-34.9781,77.67,78,20,10.36,few clouds
649,Jinan,CN,36.6683,116.9972,61.95,97,100,10.78,light rain
650,Tignere,CM,7.3667,12.65,64.78,92,60,1.45,broken clouds
651,Gornyye Klyuchi,RU,45.25,133.5,45.64,87,100,1.92,overcast clouds
652,Abu Zabad,SD,12.35,29.25,77.94,68,94,5.48,overcast clouds
653,Maslova Pristan,RU,50.4587,36.7408,54.0,90,13,5.57,few clouds
654,Siniscola,IT,40.5719,9.6922,67.55,69,36,9.44,scattered clouds
655,Changying,CN,52.8733,123.3213,38.3,81,5,5.7,clear sky
656,Molina,CL,-35.1167,-71.2833,58.73,47,40,8.05,scattered clouds
657,Komsomolskiy,UZ,40.4272,71.7189,68.72,37,0,9.22,clear sky
658,Siguiri,GN,11.6667,-9.5,77.05,85,96,2.08,light rain
659,Trairi,BR,-3.2778,-39.2689,78.6,75,71,12.37,broken clouds
660,Dwarka,IN,22.2394,68.9678,81.7,82,2,12.84,clear sky
661,Dire,ML,12.2833,-10.9667,74.62,94,96,2.37,light rain
662,Fresno,US,36.6666,-119.8343,85.24,41,40,13.8,scattered clouds
663,Gairo,IT,39.8497,9.5047,67.21,65,20,6.22,few clouds
664,Broken Hill,AU,-31.95,141.4333,47.91,40,0,5.75,clear sky
665,Matay,EG,28.419,30.7792,81.0,35,0,15.93,clear sky
666,Catemaco,MX,18.4167,-95.1167,81.73,76,46,2.91,scattered clouds
667,Nuuk,GL,64.1835,-51.7216,36.66,68,96,13.94,overcast clouds
668,Olinda,BR,-8.0089,-34.8553,76.73,69,40,8.05,scattered clouds
669,Ullapool,GB,57.8987,-5.1604,54.36,92,0,5.08,clear sky
670,Dalvik,IS,65.9702,-18.5286,48.13,88,100,3.65,overcast clouds
671,Ugoofaaru,MV,5.6667,73.0,82.08,79,25,10.49,scattered clouds
672,Sinnamary,GF,5.3833,-52.95,80.91,79,85,10.2,overcast clouds
673,Filadelfia,US,39.9523,-75.1638,80.28,40,1,3.0,clear sky
674,Bayburt,TR,40.2589,40.2278,52.18,70,1,0.34,clear sky
675,Bolgar,RU,54.95,49.0667,33.71,65,82,8.05,broken clouds
676,Nyurba,RU,63.2842,118.3319,23.18,91,9,2.17,clear sky
677,Znamenskoye,RU,57.1281,73.8282,34.48,98,100,9.57,light rain
678,Aitape,PG,-3.1374,142.3475,79.0,81,99,4.92,light rain
679,La Plata,AR,-34.9215,-57.9545,66.11,91,100,8.37,overcast clouds
680,Hovd,MN,48.0056,91.6419,57.07,37,8,6.73,clear sky
681,Ayan,RU,56.45,138.1667,44.35,54,1,12.17,clear sky
682,Quelimane,MZ,-17.8786,36.8883,64.35,88,0,0.0,clear sky
683,Alice Springs,AU,-23.7,133.8833,62.15,72,74,5.75,broken clouds
684,Binga,ZW,-17.6203,27.3414,70.84,55,0,5.55,clear sky
685,Nebolchi,RU,59.1239,33.3454,40.15,76,100,10.6,overcast clouds
686,Ejura,GH,7.3856,-1.3562,73.31,93,66,3.78,light rain
687,Sorkjosen,NO,69.8,20.9333,44.47,79,92,12.68,overcast clouds
688,Boa Vista,BR,2.8197,-60.6733,80.58,83,75,6.91,broken clouds
689,Svetlogorsk,BY,52.6333,29.7333,48.51,97,100,10.85,overcast clouds
690,Dalnerechensk,RU,45.9339,133.7225,44.58,82,80,2.17,broken clouds
